664159,550946,14
665845,557965,14
597173,575538,14
618600,551446,14
635690,608046,14
588100,557588,14
582015,546191,14
604678,574577,14
572029,518313,14
604737,574591,14
577728,587566,14
602013,574722,14
627968,574625,14
607269,536961,14
603145,574795,14
671919,571761,14
612184,570393,14
600032,575310,14
627912,593892,14
601967,604428,14
591851,569051,14
601444,572693,14
629718,558104,14
661430,603567,14
597551,556737,14
601182,582584,14
562704,570596,14
605107,563429,14
607214,575069,14
568824,570203,14
612485,518009,14
589244,573777,14
625579,551084,14
560237,500154,14
626224,569687,14
610666,551701,14
597428,569940,14
600582,599535,14
604168,555003,14
613871,550423,14
617310,551945,14
625728,579460,14
606300,566708,14
638559,558807,14
582176,630383,14
544056,577786,14
631297,578351,14
561574,621747,14
604973,574773,14
605284,556134,14
617910,592293,14
555904,640401,14
526559,509417,14
603849,572396,14
598634,619900,14
603359,589262,14
657455,567754,14
614279,599251,14
578496,631434,14
645171,595209,14
688015,533535,14
656477,573007,14
540029,563888,14
597418,538362,14
613545,574733,14
628696,542447,14
604157,574191,14
603126,497987,14
605850,533310,14
596179,529556,14
610330,552628,14
598184,531473,14
620438,511694,14
600202,622079,14
603021,577991,14
515612,540643,14
606548,574376,14
593490,623110,14
607084,595500,14
583728,563146,14
616044,533807,14
624452,584622,14
604438,574666,14
625709,660145,14
601376,579831,14
565148,557305,14
639418,537903,14
612799,537497,14
583653,652182,14
599808,596484,14
605250,573272,14
606738,601356,14
611044,571814,14
575440,568511,14
616329,529516,14
605927,572533,14
609286,586782,14
647354,579190,14
606929,571420,14
562920,559223,14
680357,620811,14
707100,601463,14
604294,574368,14
614917,600946,14
611508,503220,14
603789,574474,14
551740,588768,14
546031,570429,14
569197,559307,14
688712,568754,14
604067,574091,14
606809,572101,14
588597,622592,14
613840,534167,14
576263,547239,14
597077,568196,14
601339,571609,14
606011,569426,14
593398,559764,14
593166,622725,14
609796,532982,14
712648,607541,14
585048,505097,14
525967,565687,14
660327,585901,14
607604,573951,14
604001,573587,14
591484,571087,14
613868,585089,14
645464,660478,14
538571,654649,14
555429,604551,14
597620,586226,14
586097,567445,14
545235,539822,14
649088,575733,14
599123,616977,14
563763,559454,14
617717,613939,14
618869,577243,14
567188,560044,14
636628,533309,14
560362,567914,14
595014,632844,14
605876,550640,14
604352,573425,14
600679,599545,14
596891,579476,14
614943,540976,14
604415,571400,14
603698,573585,14
658199,568743,14
598759,582942,14
671269,590258,14
593317,534085,14
657985,453405,13
608557,590278,14
623004,508050,14
601900,569391,14
641031,593074,14
589658,640498,14
567565,573952,14
559078,570088,14
639431,588155,14
566609,537592,14
568570,579335,14
660650,615038,14
667639,571164,14
596796,529933,14
606111,617846,14
616060,590779,14
602873,527864,14
571334,594145,14
602167,543919,14
605100,573307,14
546640,560043,14
585195,555011,14
651740,589474,14
589112,536573,14
582057,543124,14
690968,555952,14
609030,552436,14
632125,541413,14
603445,630598,14
628264,616214,14
577242,574073,14
604090,574392,14
607911,576556,14
600665,638890,14
600117,539079,14
631182,565466,14
695646,652231,14
619445,567491,14
613191,571942,14
567428,580005,14
590583,623314,14
606289,670243,14
585175,574133,14
634967,579020,14
614615,574437,14
593061,579188,14
606933,576409,14
606587,573873,14
594084,629464,14
683697,581516,14
601530,577183,14
603055,589818,14
616561,619007,14
607463,477085,13
611581,572630,14
579712,568354,14
602887,595245,14
600039,557139,14
605913,579526,14
579773,568698,14
606324,544357,14
605958,573728,14
606144,575076,14
667472,570571,14
580048,565009,14
597802,576113,14
610263,574422,14
603855,575180,14
624369,532153,14
599870,591110,14
577167,617095,14
658403,611332,14
563460,480559,13
610980,522819,14
569422,567790,14
627727,578737,14
592804,584539,14
540783,626497,14
591823,639096,14
637323,549567,14
638078,629421,14
611315,560757,14
647103,573853,14
522993,595581,14
601187,531825,14
533799,564377,14
649034,528813,14
620975,564344,14
622407,583192,14
597026,642918,14
551291,576721,14
608768,610525,14
697959,614701,14
658281,582264,14
546632,599204,14
672565,564468,14
636500,587401,14
696144,548705,14
533551,582247,14
526802,551524,14
553038,606418,14
696601,603624,14
588964,597435,14
716139,621721,14
608529,586311,14
557378,567033,14
589994,610890,14
589344,563119,14
624415,515911,14
565483,551512,14
584895,574666,14
582777,542670,14
639394,576728,14
608298,573748,14
663578,586265,14
628080,562986,14
597421,554767,14
595193,576508,14
658103,572250,14
659529,498474,14
606415,581386,14
641976,577433,14
587466,564953,14
589180,595099,14
601885,573083,14
580561,528916,14
621726,578003,14
558817,576255,14
620213,574468,14
594010,570095,14
541976,512639,14
593840,578685,14
602667,575857,14
631446,561156,14
596481,567449,14
611318,581584,14
568546,564911,14
593865,572987,14
597017,575588,14
578804,573582,14
673750,594081,14
592714,553958,14
594029,586701,14
668502,563937,14
629533,537542,14
801539,318482,3
801667,318542,3
814045,332998,3
800479,321640,3
757470,224976,3
844536,424646,6
797105,316002,3
779956,271501,3
797205,313318,3
801323,316240,3
783666,262902,3
806131,312752,3
830658,368694,3
802482,335269,3
801910,325434,3
808062,337340,3
789833,304422,3
803603,327255,3
800865,312968,3
802237,318526,3
803959,315173,3
800123,312312,3
780927,285057,3
797242,324588,3
801551,320544,3
809182,319115,3
801931,317202,3
870801,476330,6
820327,352701,3
801093,317509,3
798523,324500,3
805237,318655,3
803375,311620,3
801441,323812,3
797313,317527,3
788220,301915,3
790395,300024,3
817135,349925,3
797787,301470,3
804630,332333,3
808710,330379,3
802111,320817,3
796375,309563,3
819768,346596,3
814605,354382,3
800565,319364,3
802089,313456,3
814401,341234,3
796609,319691,3
776131,248465,3
803464,329093,3
802646,317894,3
809550,327365,3
795322,311178,3
830450,393096,3
778414,260729,3
800041,318331,3
802814,320130,3
802738,312234,3
823913,369439,3
803386,318982,3
812869,346251,3
798904,324420,3
800447,331643,3
807446,342555,3
804251,329956,3
797594,302109,3
803448,314797,3
765502,240340,3
795527,315510,3
794640,313497,3
808717,335740,3
790932,305223,3
816852,352965,3
826228,376658,3
795299,312036,3
808686,332209,3
809594,344872,3
799275,324108,3
878184,487392,6
798472,322218,3
824822,367091,3
746769,205186,3
756701,207223,3
795489,287279,3
800483,320713,3
783491,288029,3
797162,306135,3
800272,316170,3
806827,324616,3
802853,314938,3
800804,316615,3
813173,354777,3
801588,319814,3
797400,315778,3
823840,368410,3
811391,343836,3
801055,321833,3
804038,306622,3
803780,334441,3
834173,386159,3
802784,313853,3
807293,347456,3
817119,336333,3
786635,269352,3
824624,381716,3
797415,319840,3
800772,325023,3
806626,318966,3
800845,311838,3
769386,259892,3
797272,324228,3
807409,325526,3
795836,291870,3
798321,319665,3
805372,313397,3
790738,308028,3
800667,315995,3
795205,316433,3
809054,345541,3
808452,320117,3
779897,279572,3
782642,275308,3
797569,321799,3
801751,318110,3
787644,297715,3
807401,314610,3
800677,310656,3
800394,301473,3
795571,310093,3
814158,335578,3
811913,325091,3
806982,316680,3
775604,274485,3
800133,327081,3
806511,313841,3
803796,314893,3
802012,318315,3
826789,377676,3
814108,344096,3
804354,309671,3
807017,330432,3
803774,334756,3
817410,346944,3
841928,398948,3
816145,349032,3
818622,370753,3
786245,292352,3
784164,285702,3
805390,319676,3
790774,303642,3
803277,319525,3
833182,379714,3
773023,251826,3
801609,320399,3
778965,282290,3
814317,333112,3
805080,323708,3
801080,318049,3
799724,318884,3
798059,316113,3
806176,320301,3
769876,257669,3
825716,373098,3
791983,298565,3
801386,313545,3
804871,317801,3
810903,332925,3
838276,395673,3
810543,341180,3
777978,252419,3
820258,351165,3
801997,319385,3
779437,281959,3
810253,323873,3
794826,309589,3
814280,344223,3
832651,373469,3
794142,306704,3
802041,319504,3
804190,320706,3
798983,325682,3
840462,402858,3
799912,323363,3
804119,328544,3
804358,320802,3
803057,331037,3
803031,325811,3
784151,283760,3
800444,311497,3
802004,317772,3
803470,319069,3
811277,335577,3
803332,315488,3
800037,317963,3
813436,360446,3
800694,316789,3
838129,404012,3
764997,249477,3
800316,311699,3
806848,320541,3
805462,317833,3
798308,312788,3
802655,316263,3
801456,320080,3
801309,318213,3
840886,397888,3
829529,375007,3
830805,370801,3
804979,334141,3
804013,316083,3
808489,317021,3
770113,241615,3
804332,319006,3
833661,389733,3
797834,297329,3
794956,309980,3
801232,307078,3
809552,342258,3
794615,305632,3
809259,345634,3
811502,355939,3
801301,316893,3
803370,318247,3
804702,315881,3
797009,293194,3
813791,334609,3
812965,330224,3
826048,374236,3
800959,322309,3
803405,317316,3
802254,320673,3
783116,265635,3
798633,317300,3
801482,327644,3
798612,326404,3
799001,302014,3
802537,312497,3
799794,315080,3
793892,313943,3
804691,332987,3
793855,298525,3
796952,318633,3
800655,320227,3
801780,318992,3
805977,320805,3
796916,323332,3
820904,351763,3
808405,318841,3
765283,249459,3
824212,363776,3
798981,311092,3
797178,310439,3
800582,316980,3
803839,310353,3
796283,315582,3
801145,317601,3
801662,318423,3
801782,318281,3
803377,319212,3
803932,318781,3
806192,337849,3
789583,287700,3
801586,318947,3
804251,331304,3
799667,316830,3
759789,229116,3
799021,326404,3
793684,312065,3
806320,315242,3
786234,267976,3
821151,366545,3
801903,312794,3
782506,279930,3
803627,319323,3
794991,291216,3
794667,315069,3
799291,317500,3
798243,324160,3
804408,337683,3
818119,348676,3
810502,336169,3
793560,285392,3
801326,315779,3
808644,326320,3
813645,328765,3
800966,317165,3
797111,302781,3
802431,322048,3
811061,333595,3
786719,283364,3
773955,239849,3
803701,321815,3
783110,289805,3
800235,316652,3
807421,317527,3
797947,319734,3
805035,317469,3
801166,322298,3
846693,429031,6
801493,322249,3
806087,326636,3
810657,329468,3
801313,300606,3
800390,309948,3
801634,318965,3
799197,314215,3
795254,296488,3
807696,320548,3
800461,326821,3
801174,320442,3
809781,326904,3
826585,366934,3
804429,312164,3
788005,292268,3
801183,316191,3
378274,816341,2
406233,813072,2
401478,785370,2
448651,847994,2
434440,822866,2
369199,734895,2
413241,771595,2
369418,733394,2
378563,789670,2
424190,780052,2
415993,776671,2
421352,799127,2
432656,783776,2
383032,788008,2
414377,771258,2
425260,773661,2
469139,810971,2
442979,803024,2
347079,803582,2
412797,803180,2
352874,807952,2
442286,755194,2
416433,786159,2
419700,793447,2
422961,821595,2
400008,789447,2
429586,775621,2
457561,788245,2
415417,785827,2
389552,750700,2
415598,786499,2
443447,783977,2
404792,749210,2
389392,730768,2
473485,847098,2
491614,778997,2
437483,785130,2
452570,848127,2
417197,778243,2
405986,787439,2
437568,794323,2
420319,794333,2
418963,746595,2
469422,822619,2
397688,762902,2
418149,790096,2
407289,798870,2
360319,778673,2
473799,795167,2
445199,763833,2
446537,828924,2
410019,732704,2
396540,815936,2
407694,718592,2
417091,792545,2
442260,754050,2
411526,784658,2
407814,765816,2
394022,803914,2
481133,781413,2
396118,794614,2
458538,786673,2
419721,789724,2
424476,781552,2
377720,727349,2
448336,789445,2
412227,787450,2
408745,824896,2
417016,774869,2
395274,786698,2
412541,806622,2
412109,735920,2
407023,787385,2
376660,815936,2
396548,784388,2
508535,830710,2
414014,816460,2
440782,782395,2
436951,814456,2
393758,750953,2
418410,795929,2
425991,787029,2
414562,787355,2
408712,803987,2
377858,811790,2
417169,792321,2
460371,780609,2
388873,746909,2
395641,808571,2
386436,791388,2
440667,768761,2
438437,730300,2
370839,727884,2
422917,781112,2
391555,789079,2
402666,814060,2
474368,812039,2
406176,760860,2
463768,793154,2
446307,796523,2
402309,786873,2
413946,786971,2
425053,790566,2
416926,785113,2
424023,737453,2
417447,782955,2
415672,787824,2
416019,787562,2
417515,787648,2
459230,803720,2
447833,819282,2
418199,851439,2
417393,771537,2
441415,780207,2
399634,751940,2
373360,784232,2
419227,779215,2
434717,808225,2
397669,792218,2
412028,773494,2
407504,803363,2
365147,790525,2
459328,805961,2
429472,860855,2
480128,785580,2
344915,702496,2
410969,770451,2
407460,791404,2
420476,750495,2
397747,792207,2
408428,771823,2
397806,749559,2
426040,825049,2
407565,766203,2
414317,828815,2
410610,765111,2
412388,784064,2
406337,750353,2
422419,754048,2
416039,730594,2
414512,793966,2
398478,822297,2
424375,721868,2
403890,792420,2
400902,772920,2
402367,782997,2
472917,830363,2
418621,840463,2
329002,727685,2
418618,811618,2
425356,745471,2
470922,770669,2
400598,790903,2
412851,774986,2
492415,829655,2
400079,749617,2
417673,785965,2
424720,768456,2
386415,801444,2
426689,788562,2
430747,776261,2
405714,781619,2
429220,787348,2
427850,762201,2
434080,785264,2
473514,788780,2
412386,777312,2
430686,844506,2
409142,811927,2
422198,724557,2
392185,713763,2
412677,786951,2
399149,784376,2
382693,749680,2
527515,831478,2
448519,805219,2
430779,770145,2
413556,758080,2
392140,769924,2
416855,794023,2
389713,772742,2
398498,776720,2
473727,807244,2
389410,788256,2
377230,790154,2
415564,784464,2
456799,844976,2
444336,820061,2
404359,783919,2
453154,776082,2
425019,759577,2
415895,775793,2
420083,787815,2
506612,858859,2
436648,859634,2
403522,785432,2
401407,759648,2
403852,792473,2
367398,701756,2
412453,784453,2
382124,786262,2
416884,786845,2
448865,836781,2
383821,808301,2
414249,796590,2
457338,789952,2
396276,785999,2
390282,789593,2
409417,758123,2
397561,815245,2
397137,742547,2
402891,801910,2
385257,791581,2
409628,833942,2
369249,797068,2
460942,779073,2
423146,737571,2
420509,788730,2
422736,790806,2
401492,790336,2
394018,799506,2
385140,796221,2
430243,781020,2
416775,806826,2
425796,795608,2
411488,837715,2
433989,765343,2
415806,783594,2
417023,771194,2
415270,775605,2
391163,811977,2
405350,762342,2
414860,773921,2
371779,814715,2
415631,805010,2
387951,813315,2
472691,802678,2
471930,844046,2
432892,815223,2
366654,802105,2
411721,717873,2
426115,814461,2
375997,806621,2
385561,718324,2
375573,809249,2
437958,784801,2
363857,784086,2
430138,818594,2
435085,791564,2
414036,742189,2
425611,793420,2
